"област","община","населено място","брой население по ПА","брой население по НА"
"СОФИЙСКА","СЛИВНИЦА","С.БЪРЛОЖНИЦА","40","119"
"СОФИЙСКА","СЛИВНИЦА","С.ГУРГУЛЯТ","11","58"
"СОФИЙСКА","СЛИВНИЦА","С.ГЪЛЪБОВЦИ","75","169"
"СОФИЙСКА","СЛИВНИЦА","С.ДРАГОТИНЦИ","15","65"
"СОФИЙСКА","СЛИВНИЦА","С.ИЗВОР","63","158"
"СОФИЙСКА","СЛИВНИЦА","С.ПИЩАНЕ","1","5"
"СОФИЙСКА","СЛИВНИЦА","С.ПОВАЛИРЪЖ","1","1"
"СОФИЙСКА","СЛИВНИЦА","С.РАДУЛОВЦИ","16","51"
"СОФИЙСКА","СЛИВНИЦА","С.РАКИТА","5","37"
"СОФИЙСКА","СЛИВНИЦА","ГР.СЛИВНИЦА","7116","7096"
"СОФИЙСКА","ЗЛАТИЦА","ГР.ЗЛАТИЦА","5051","4632"
"СОФИЙСКА","ЗЛАТИЦА","С.КАРЛИЕВО","171","165"
"СОФИЙСКА","ЗЛАТИЦА","С.ПЕТРИЧ","183","212"
"СОФИЙСКА","ЗЛАТИЦА","С.ЦЪРКВИЩЕ","276","267"
"СОФИЙСКА","АНТОН","С.АНТОН","1514","1514"
"СОФИЙСКА","ПИРДОП","С.ДУШАНЦИ","695","724"
"СОФИЙСКА","ПИРДОП","ГР.ПИРДОП","7262","6867"
"СОФИЙСКА","МИРКОВО","С.БЕНКОВСКИ","81","129"
"СОФИЙСКА","МИРКОВО","С.БРЕСТАКА","0","0"
"СОФИЙСКА","МИРКОВО","С.БУНОВО","219","352"
"СОФИЙСКА","МИРКОВО","С.ИЛИНДЕН","0","0"
"СОФИЙСКА","МИРКОВО","С.КАМЕНИЦА","52","99"
"СОФИЙСКА","МИРКОВО","С.МИРКОВО","1456","1551"
"СОФИЙСКА","МИРКОВО","С.ПЛЪЗИЩЕ","0","0"
"СОФИЙСКА","МИРКОВО","С.ПРЕСПА","0","0"
"СОФИЙСКА","МИРКОВО","С.СМОЛСКО","203","351"
"СОФИЙСКА","МИРКОВО","С.ХВЪРЧИЛ","0","0"
"СОФИЙСКА","МИРКОВО","С.ЧЕРКОВИЩЕ","0","0"
"СОФИЙСКА","ЧАВДАР","С.ЧАВДАР","1200","1292"
"СОФИЙСКА","ЧЕЛОПЕЧ","С.ЧЕЛОПЕЧ","1479","1775"
"СОФИЙСКА","ДОЛНА БАНЯ","ГР.ДОЛНА БАНЯ","4755","4772"
"СОФИЙСКА","ДОЛНА БАНЯ","С.СВЕТИ СПАС","1","45"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.БРАТЯ ДАСКАЛОВИ","503","586"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ВЕРЕН","92","202"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ГОЛЯМ ДОЛ","67","97"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ГОРНО БЕЛЕВО","184","253"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ГОРНО НОВО СЕЛО","160","150"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ГРАНИТ","556","651"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ДОЛНО НОВО СЕЛО","58","52"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.КОЛЮ МАРИНОВО","28","69"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.МАЛКО ДРЯНОВО","60","115"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.МАРКОВО","24","52"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.МЕДОВО","96","182"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.МИРОВО","602","741"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.МАЛЪК ДОЛ","15","39"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.НАЙДЕНОВО","107","136"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ОПЪЛЧЕНЕЦ","316","373"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ОРИЗОВО","1340","1566"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ПАРТИЗАНИН","482","551"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ПЛОДОВИТОВО","479","616"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ПРАВОСЛАВ","112","212"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.СЛАВЯНИН","11","28"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.СЪЕДИНЕНИЕ","59","102"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.СЪРНЕВЕЦ","50","150"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ЧЕРНА ГОРА","1385","1477"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.АПРИЛОВО","202","224"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.ВЕЛИКОВО","35","77"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.ГЛАВАН","780","773"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","ГР.ГЪЛЪБОВО","8073","7654"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.ИСКРИЦА","143","176"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.МЕДНИКАРОВО","394","482"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.МУСАЧЕВО","177","159"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.МЪДРЕЦ","749","736"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.ОБРУЧИЩЕ","1330","1395"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.ПОМОЩНИК","201","198"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.РАЗДЕЛНА","70","119"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.БУЗОВГРАД","2260","1985"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ГОЛЯМО ДРЯНОВО","182","303"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ГОРНО ИЗВОРОВО","192","216"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ДОЛНО ИЗВОРОВО","711","574"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ДУНАВЦИ","609","665"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ЕНИНА","2271","2297"
"СТАРА ЗАГОРА","КАЗАНЛЪК","ГР.КАЗАНЛЪК","54746","48948"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.КОПРИНКА","2887","2612"
"СТАРА ЗАГОРА","КАЗАНЛЪК","ГР.КРЪН","3433","3145"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.КЪНЧЕВО","1259","1044"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ГОРНО ЧЕРКОВИЩЕ","1281","1316"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ОВОЩНИК","1628","1569"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.РОЗОВО","1079","1086"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.РЪЖЕНА","1161","1194"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.СРЕДНОГОРОВО","138","219"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ХАДЖИДИМИТРОВО","1790","1553"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ЧЕРГАНОВО","885","932"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ШЕЙНОВО","1985","1854"
"СТАРА ЗАГОРА","КАЗАНЛЪК","ГР.ШИПКА","1251","1270"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ЯСЕНОВО","830","797"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.БОРУЩИЦА","22","57"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.БЪНЗАРЕТО","0","1"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ВЕТРЕН","1240","1231"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ДЪБОВО","1133","1215"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ДЪРЖАВЕН","1","0"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ЗИМНИЦА","910","965"
"СТАРА ЗАГОРА","МЪГЛИЖ","ГР.МЪГЛИЖ","3335","3335"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.РАДУНЦИ","11","46"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.СЕЛЦЕ","8","23"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.СЛИВИТО","3","83"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ТУЛОВО","1278","1411"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ШАНОВО","217","387"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ЮЛИЕВО","840","806"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ЯВОРОВЕЦ","1","16"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ЯГОДА","3081","2872"
"СТАРА ЗАГОРА","ОПАН","С.БАЩИНО","36","61"
"СТАРА ЗАГОРА","ОПАН","С.БЯЛ ИЗВОР","203","284"
"СТАРА ЗАГОРА","ОПАН","С.БЯЛО ПОЛЕ","176","313"
"СТАРА ЗАГОРА","ОПАН","С.ВАСИЛ ЛЕВСКИ","172","191"
"СТАРА ЗАГОРА","ОПАН","С.ВЕНЕЦ","55","127"
"СТАРА ЗАГОРА","ОПАН","С.КРАВИНО","34","95"
"СТАРА ЗАГОРА","ОПАН","С.ОПАН","297","370"
"СТАРА ЗАГОРА","ОПАН","С.ПЪСТРЕН","124","270"
"СТАРА ЗАГОРА","ОПАН","С.КНЯЖЕВСКО","124","200"
"СТАРА ЗАГОРА","ОПАН","С.СРЕДЕЦ","164","413"
"СТАРА ЗАГОРА","ОПАН","С.СТОЛЕТОВО","71","111"
"СТАРА ЗАГОРА","ОПАН","С.ТРАКИЯ","219","295"
"СТАРА ЗАГОРА","ОПАН","С.ЯСТРЕБОВО","348","502"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.АЛЕКСАНДРОВО","2834","1839"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.АСЕН","804","531"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.ВИДЕН","49","88"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.ГАБАРЕВО","1983","1576"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.ГОРНО САХРАНЕ","1528","1392"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.ДОЛНО САХРАНЕ","747","728"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.МАНОЛОВО","1074","809"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.ОСЕТЕНОВО","1468","1154"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","ГР.ПАВЕЛ БАНЯ","2888","2711"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.СКОБЕЛЕВО","918","778"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.ТУРИЯ","293","344"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.ТЪЖА","1412","1357"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.ТЪРНИЧЕНИ","1060","941"
"СТАРА ЗАГОРА","РАДНЕВО","С.БЕЛИ БРЯГ","59","45"
"СТАРА ЗАГОРА","РАДНЕВО","С.БЪЛГАРЕНЕ","57","78"
"СТАРА ЗАГОРА","РАДНЕВО","С.ГЛЕДАЧЕВО","0","2"
"СТАРА ЗАГОРА","РАДНЕВО","С.БОЗДУГАНОВО","344","530"
"СТАРА ЗАГОРА","РАДНЕВО","С.ДАСКАЛ-АТАНАСОВО","202","304"
"СТАРА ЗАГОРА","РАДНЕВО","С.ДИНЯ","147","204"
"СТАРА ЗАГОРА","РАДНЕВО","С.ЗЕМЛЕН","65","205"
"СТАРА ЗАГОРА","РАДНЕВО","С.ЗНАМЕНОСЕЦ","514","650"
"СТАРА ЗАГОРА","РАДНЕВО","С.КОВАЧ","60","87"
"СТАРА ЗАГОРА","РАДНЕВО","С.КОВАЧЕВО","415","424"
"СТАРА ЗАГОРА","РАДНЕВО","С.КОЛАРОВО","329","617"
"СТАРА ЗАГОРА","РАДНЕВО","С.КОНСТАНТИНОВЕЦ","26","29"
"СТАРА ЗАГОРА","РАДНЕВО","С.ЛЮБЕНОВО","483","534"
"СТАРА ЗАГОРА","РАДНЕВО","С.МАЦА","83","71"
"СТАРА ЗАГОРА","РАДНЕВО","С.ОВЧАРЦИ","0","0"
"СТАРА ЗАГОРА","РАДНЕВО","С.ПОЛСКИ ГРАДЕЦ","360","448"
"СТАРА ЗАГОРА","РАДНЕВО","ГР.РАДНЕВО","13368","11780"
"СТАРА ЗАГОРА","РАДНЕВО","С.РИСИМАНОВО","65","86"
"СТАРА ЗАГОРА","РАДНЕВО","С.СВОБОДЕН","91","136"
"СТАРА ЗАГОРА","РАДНЕВО","С.СЪРНЕВО","1192","1470"
"СТАРА ЗАГОРА","РАДНЕВО","С.ТИХОМИРОВО","101","120"
"СТАРА ЗАГОРА","РАДНЕВО","С.ТОПОЛЯНЕ","145","229"
"СТАРА ЗАГОРА","РАДНЕВО","С.ТРОЯНОВО","438","565"
"СТАРА ЗАГОРА","РАДНЕВО","С.ТРЪНКОВО","430","548"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.АРНАУТИТО","166","465"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.БЕНКОВСКИ","71","125"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.БОГОМИЛОВО","1350","1688"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.БОРИЛОВО","161","809"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.БОРОВО","50","113"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.БРАТЯ КУНЧЕВИ","877","993"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.БЪДЕЩЕ","295","516"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ВОДЕНИЧАРОВО","30","69"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ГОРНО БОТЕВО","700","1128"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ДЪЛБОКИ","1352","1867"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ЕЛЕНИНО","623","748"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ЕЛХОВО","50","261"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ЗАГОРЕ","816","1144"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ЗМЕЙОВО","518","962"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.КАЗАНКА","57","269"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.КАЛИТИНОВО","878","1011"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.КАЛОЯНОВЕЦ","847","1334"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.КИРИЛОВО","441","820"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.КОЗАРЕВЕЦ","82","161"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.КОЛЕНА","219","397"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ЛОВЕЦ","77","205"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ЛЮЛЯК","36","182"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ЛЯСКОВО","105","187"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.МАДЖЕРИТО","416","694"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.МАЛКА ВЕРЕЯ","449","707"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.МАЛКО КАДИЕВО","217","317"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.МИХАЙЛОВО","174","373"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.МОГИЛА","692","919"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.НОВО СЕЛО","69","334"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ОРЯХОВИЦА","608","757"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ОСТРА МОГИЛА","90","247"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ПАМУКЧИИ","231","439"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ПЕТРОВО","199","404"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ПЛОСКА МОГИЛА","302","309"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ПОДСЛОН","111","175"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ПРЕСЛАВЕН","571","914"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ПРЯПОРЕЦ","89","339"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ПШЕНИЧЕВО","140","232"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ПЪСТРОВО","24","118"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.РАКИТНИЦА","284","680"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ЛОЗЕН","67","217"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.РУМАНЯ","39","112"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.САМУИЛОВО","139","197"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.СЛАДЪК КЛАДЕНЕЦ","45","219"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ХАН АСПАРУХОВО","1212","1409"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","155327","135284"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.СТАРОЗАГОРСКИ БАНИ","201","545"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.СТРЕЛЕЦ","109","190"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.СУЛИЦА","96","407"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ХРИСТИЯНОВО","309","587"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ХРИЩЕНИ","1810","2071"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ЯВОРОВО","134","556"
"СТАРА ЗАГОРА","ЧИРПАН","С.ВИНАРОВО","110","328"
"СТАРА ЗАГОРА","ЧИРПАН","С.ВОЛОВАРОВО","0","0"
"СТАРА ЗАГОРА","ЧИРПАН","С.ГИТА","668","794"
"СТАРА ЗАГОРА","ЧИРПАН","С.ДИМИТРИЕВО","62","129"
"СТАРА ЗАГОРА","ЧИРПАН","С.ДЪРЖАВА","73","101"
"СТАРА ЗАГОРА","ЧИРПАН","С.ЗЕТЬОВО","1220","1220"
"СТАРА ЗАГОРА","ЧИРПАН","С.ЗЛАТНА ЛИВАДА","29","66"
"СТАРА ЗАГОРА","ЧИРПАН","С.ИЗВОРОВО","30","95"
"СТАРА ЗАГОРА","ЧИРПАН","С.МАЛКО ТРЪНОВО","148","306"
"СТАРА ЗАГОРА","ЧИРПАН","С.МОГИЛОВО","39","179"
"СТАРА ЗАГОРА","ЧИРПАН","С.ОСЛАРКА","8","8"
"СТАРА ЗАГОРА","ЧИРПАН","С.РУПКИТЕ","203","344"
"СТАРА ЗАГОРА","ЧИРПАН","С.СВОБОДА","1129","1146"
"СТАРА ЗАГОРА","ЧИРПАН","С.СПАСОВО","417","456"
"СТАРА ЗАГОРА","ЧИРПАН","С.СРЕДНО ГРАДИЩЕ","81","155"
"СТАРА ЗАГОРА","ЧИРПАН","С.СТОЯН-ЗАИМОВО","16","73"
"СТАРА ЗАГОРА","ЧИРПАН","С.ЦЕЛИНА","211","222"
"СТАРА ЗАГОРА","ЧИРПАН","С.ЦЕНОВО","124","156"
"СТАРА ЗАГОРА","ЧИРПАН","ГР.ЧИРПАН","17333","15349"
"СТАРА ЗАГОРА","ЧИРПАН","С.ЯЗДАЧ","132","235"
"СТАРА ЗАГОРА","ГУРКОВО","С.БРЕСТОВА","0","3"
"СТАРА ЗАГОРА","ГУРКОВО","ГР.ГУРКОВО","3083","2939"
"СТАРА ЗАГОРА","ГУРКОВО","С.ДВОРИЩЕ","2","6"
"СТАРА ЗАГОРА","ГУРКОВО","С.ДИМОВЦИ","9","41"
"СТАРА ЗАГОРА","ГУРКОВО","С.ПАНИЧЕРЕВО","2026","1961"
"СТАРА ЗАГОРА","ГУРКОВО","С.ЖЕРГОВЕЦ","0","0"
"СТАРА ЗАГОРА","ГУРКОВО","С.ЖЪЛТОПОП","1","5"
"СТАРА ЗАГОРА","ГУРКОВО","С.ЗЛАТИРЪТ","10","11"
"СТАРА ЗАГОРА","ГУРКОВО","С.КОНАРЕ","371","401"
"СТАРА ЗАГОРА","ГУРКОВО","С.ЛЯВА РЕКА","19","34"
"СТАРА ЗАГОРА","ГУРКОВО","С.ПЧЕЛИНОВО","19","40"
"СТАРА ЗАГОРА","НИКОЛАЕВО","С.ЕДРЕВО","608","629"
"СТАРА ЗАГОРА","НИКОЛАЕВО","С.ЕЛХОВО","439","591"
"СТАРА ЗАГОРА","НИКОЛАЕВО","ГР.НИКОЛАЕВО","3264","3109"
"СТАРА ЗАГОРА","НИКОЛАЕВО","С.НОВА МАХАЛА","868","894"
"ТЪРГОВИЩЕ","АНТОНОВО","ГР.АНТОНОВО","1725","1470"
"ТЪРГОВИЩЕ","АНТОНОВО","С.БАНКОВЕЦ","11","9"
"ТЪРГОВИЩЕ","АНТОНОВО","С.БОГОМОЛСКО","21","26"
"ТЪРГОВИЩЕ","АНТОНОВО","С.БУКАК","11","10"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ВЕЛИКОВЦИ","69","67"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ВЕЛЬОВО","79","60"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ГЛАШАТАЙ","24","22"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ГОЛЯМО ДОЛЯНЕ","2","1"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ГОРНА ЗЛАТИЦА","11","11"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ГРЕЕВЦИ","0","0"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ДЕВИНО","8","12"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ДЛЪЖКА ПОЛЯНА","64","42"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ДОБРОТИЦА","283","230"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ДОЛНА ЗЛАТИЦА","5","10"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ДЪБРАВИЦА","7","9"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ИЗВОРОВО","431","420"
"ТЪРГОВИЩЕ","АНТОНОВО","С.КАЛНИЩЕ","0","0"
"ТЪРГОВИЩЕ","АНТОНОВО","С.КАПИЩЕ","89","70"
"ТЪРГОВИЩЕ","АНТОНОВО","С.КИТИНО","77","66"
"ТЪРГОВИЩЕ","АНТОНОВО","С.КОНОП","140","118"
"ТЪРГОВИЩЕ","АНТОНОВО","С.КРАЙПОЛЕ","1","0"
"ТЪРГОВИЩЕ","АНТОНОВО","С.КРУШОЛАК","47","39"
"ТЪРГОВИЩЕ","АНТОНОВО","С.КЪПИНЕЦ","0","0"
"ТЪРГОВИЩЕ","АНТОНОВО","С.КЬОСЕВЦИ","101","95"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ЛЮБИЧЕВО","330","233"
"ТЪРГОВИЩЕ","АНТОНОВО","С.МАЛКА ЧЕРКОВНА","1","6"
"ТЪРГОВИЩЕ","АНТОНОВО","С.МАЛОГРАДЕЦ","70","83"
"ТЪРГОВИЩЕ","АНТОНОВО","С.МАНУШЕВЦИ","0","1"
"ТЪРГОВИЩЕ","АНТОНОВО","С.МЕЧОВО","3","6"
"ТЪРГОВИЩЕ","АНТОНОВО","С.МИЛИНО","41","14"
"ТЪРГОВИЩЕ","АНТОНОВО","С.МОРАВИЦА","217","210"
"ТЪРГОВИЩЕ","АНТОНОВО","С.МОРАВКА","207","183"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ОРАЧ","92","103"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ПИРИНЕЦ","3","12"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ПОРОЙНО","9","14"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ПРИСОЙНА","5","4"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ПЧЕЛНО","8","7"
"ТЪРГОВИЩЕ","АНТОНОВО","С.РАВНО СЕЛО","53","41"
"ТЪРГОВИЩЕ","АНТОНОВО","С.РАЗДЕЛЦИ","231","184"
"ТЪРГОВИЩЕ","АНТОНОВО","С.СВИРЧОВО","31","21"
"ТЪРГОВИЩЕ","АНТОНОВО","С.СВОБОДИЦА","27","20"
"ТЪРГОВИЩЕ","АНТОНОВО","С.СЕМЕРЦИ","261","229"
"ТЪРГОВИЩЕ","АНТОНОВО","С.СЛЪНЧОВЕЦ","0","1"
"ТЪРГОВИЩЕ","АНТОНОВО","С.СТАРА РЕЧКА","40","17"
"ТЪРГОВИЩЕ","АНТОНОВО","С.СТАРЧИЩЕ","143","83"
"ТЪРГОВИЩЕ","АНТОНОВО","С.СТЕВРЕК","433","370"
"ТЪРГОВИЩЕ","АНТОНОВО","С.СТОЙНОВО","28","28"
"ТЪРГОВИЩЕ","АНТОНОВО","С.СТРОЙНОВЦИ","3","10"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ТАЙМИЩЕ","224","184"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ТИХОВЕЦ","3","1"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ТРЕСКАВЕЦ","805","548"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ХАЛВАДЖИЙСКО","5","5"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ЧЕКАНЦИ","49","40"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ЧЕРНА ВОДА","96","78"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ЧЕРНИ БРЯГ","93","123"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ШИШКОВИЦА","29","24"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ЯЗОВЕЦ","11","10"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ЯРЕБИЧНО","1","1"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ЯСТРЕБИНО","37","56"
"ТЪРГОВИЩЕ","ОМУРТАГ","С.БЕЛОМОРЦИ","1282","1190"
"ТЪРГОВИЩЕ","ОМУРТАГ","С.БЪЛГАРАНОВО","318","209"
"ТЪРГОВИЩЕ","ОМУРТАГ","С.ВЕЛИКДЕНЧЕ","411","359"
"ТЪРГОВИЩЕ","ОМУРТАГ","С.ВЕЛИЧКА","843","527"
"ТЪРГОВИЩЕ","ОМУРТАГ","С.ВЕРЕНЦИ","580","422"
"ТЪРГОВИЩЕ","ОМУРТАГ","С.ВЕСЕЛЕЦ","163","114"
"ТЪРГОВИЩЕ","ОМУРТАГ","С.ВИСОК","356","285"
