"област","община","населено място","брой население по ПА","брой население по НА"
"ДОБРИЧ","КРУШАРИ","С.ЕФРЕЙТОР БАКАЛОВО","820","285"
"ДОБРИЧ","КРУШАРИ","С.ЗАГОРЦИ","143","149"
"ДОБРИЧ","КРУШАРИ","С.ЗЕМЕНЦИ","19","13"
"ДОБРИЧ","КРУШАРИ","С.ЗИМНИЦА","5","11"
"ДОБРИЧ","КРУШАРИ","С.КАПИТАН ДИМИТРОВО","152","81"
"ДОБРИЧ","КРУШАРИ","С.КОРИТЕН","415","242"
"ДОБРИЧ","КРУШАРИ","С.КРУШАРИ","1363","1314"
"ДОБРИЧ","КРУШАРИ","С.ЛОЗЕНЕЦ","1018","591"
"ДОБРИЧ","КРУШАРИ","С.ОГНЯНОВО","5","8"
"ДОБРИЧ","КРУШАРИ","С.ПОЛКОВНИК ДЯКОВО","413","246"
"ДОБРИЧ","КРУШАРИ","С.ПОРУЧИК КЪРДЖИЕВО","17","22"
"ДОБРИЧ","КРУШАРИ","С.СЕВЕРНЯК","221","136"
"ДОБРИЧ","КРУШАРИ","С.СЕВЕРЦИ","395","196"
"ДОБРИЧ","КРУШАРИ","С.ТЕЛЕРИГ","996","435"
"ДОБРИЧ","ТЕРВЕЛ","С.АНГЕЛАРИЙ","360","121"
"ДОБРИЧ","ТЕРВЕЛ","С.БАЛИК","512","227"
"ДОБРИЧ","ТЕРВЕЛ","С.БЕЗМЕР","2792","1431"
"ДОБРИЧ","ТЕРВЕЛ","С.БОЖАН","1270","621"
"ДОБРИЧ","ТЕРВЕЛ","С.БОНЕВО","553","102"
"ДОБРИЧ","ТЕРВЕЛ","С.БРЕСТНИЦА","1","5"
"ДОБРИЧ","ТЕРВЕЛ","С.ВОЙНИКОВО","0","0"
"ДОБРИЧ","ТЕРВЕЛ","С.ГЛАВАНЦИ","389","119"
"ДОБРИЧ","ТЕРВЕЛ","С.ГРАДНИЦА","756","418"
"ДОБРИЧ","ТЕРВЕЛ","С.ГУСЛАР","277","51"
"ДОБРИЧ","ТЕРВЕЛ","С.ЖЕГЛАРЦИ","1776","838"
"ДОБРИЧ","ТЕРВЕЛ","С.ЗЪРНЕВО","3395","1445"
"ДОБРИЧ","ТЕРВЕЛ","С.КАБЛЕШКОВО","844","671"
"ДОБРИЧ","ТЕРВЕЛ","С.КЛАДЕНЦИ","89","88"
"ДОБРИЧ","ТЕРВЕЛ","С.КОЛАРЦИ","830","666"
"ДОБРИЧ","ТЕРВЕЛ","С.КОЧМАР","186","192"
"ДОБРИЧ","ТЕРВЕЛ","С.МАЛИ ИЗВОР","14","18"
"ДОБРИЧ","ТЕРВЕЛ","С.НОВА КАМЕНА","339","314"
"ДОБРИЧ","ТЕРВЕЛ","С.ОНОГУР","54","27"
"ДОБРИЧ","ТЕРВЕЛ","С.ОРЛЯК","3582","1903"
"ДОБРИЧ","ТЕРВЕЛ","С.ПОЛКОВНИК САВОВО","447","211"
"ДОБРИЧ","ТЕРВЕЛ","С.ПОПГРУЕВО","1155","669"
"ДОБРИЧ","ТЕРВЕЛ","С.ПРОФЕСОР ЗЛАТАРСКИ","18","27"
"ДОБРИЧ","ТЕРВЕЛ","С.СЪРНЕЦ","347","265"
"ДОБРИЧ","ТЕРВЕЛ","ГР.ТЕРВЕЛ","7511","6430"
"ДОБРИЧ","ТЕРВЕЛ","С.ЧЕСТИМЕНСКО","540","415"
"ДОБРИЧ","ДОБРИЧ-ГРАД","ГР.ДОБРИЧ","103096","91308"
"ДОБРИЧ","ШАБЛА","С.БОЖАНОВО","3","13"
"ДОБРИЧ","ШАБЛА","С.ВАКЛИНО","123","169"
"ДОБРИЧ","ШАБЛА","С.ГОРИЧАНЕ","46","48"
"ДОБРИЧ","ШАБЛА","С.ГОРУН","61","82"
"ДОБРИЧ","ШАБЛА","С.ГРАНИЧАР","130","108"
"ДОБРИЧ","ШАБЛА","С.ДУРАНКУЛАК","332","331"
"ДОБРИЧ","ШАБЛА","С.ЕЗЕРЕЦ","77","130"
"ДОБРИЧ","ШАБЛА","С.ЗАХАРИ СТОЯНОВО","75","79"
"ДОБРИЧ","ШАБЛА","С.КРАПЕЦ","234","324"
"ДОБРИЧ","ШАБЛА","С.ПРОЛЕЗ","18","34"
"ДОБРИЧ","ШАБЛА","С.СМИН","51","41"
"ДОБРИЧ","ШАБЛА","С.СТАЕВЦИ","0","3"
"ДОБРИЧ","ШАБЛА","С.ТВЪРДИЦА","8","15"
"ДОБРИЧ","ШАБЛА","С.ТЮЛЕНОВО","33","62"
"ДОБРИЧ","ШАБЛА","С.ЧЕРНОМОРЦИ","35","35"
"ДОБРИЧ","ШАБЛА","ГР.ШАБЛА","3236","3218"
"КЪРДЖАЛИ","АРДИНО","С.АВРАМОВО","6","3"
"КЪРДЖАЛИ","АРДИНО","ГР.АРДИНО","9598","4436"
"КЪРДЖАЛИ","АРДИНО","С.АХРЯНСКО","102","55"
"КЪРДЖАЛИ","АРДИНО","С.БАШЕВО","713","283"
"КЪРДЖАЛИ","АРДИНО","С.БИСТРОГЛЕД","203","69"
"КЪРДЖАЛИ","АРДИНО","С.БЯЛ ИЗВОР","2441","1620"
"КЪРДЖАЛИ","АРДИНО","С.БОГАТИНО","624","225"
"КЪРДЖАЛИ","АРДИНО","С.ГОЛОБРАД","347","237"
"КЪРДЖАЛИ","АРДИНО","С.ГОРНО ПРАХОВО","1890","775"
"КЪРДЖАЛИ","АРДИНО","С.ГЪРБИЩЕ","829","264"
"КЪРДЖАЛИ","АРДИНО","С.ГЛАВНИК","85","71"
"КЪРДЖАЛИ","АРДИНО","С.ДОЙРАНЦИ","9","3"
"КЪРДЖАЛИ","АРДИНО","С.ДОЛНО ПРАХОВО","419","177"
"КЪРДЖАЛИ","АРДИНО","С.ДЯДОВЦИ","277","125"
"КЪРДЖАЛИ","АРДИНО","С.ДЕДИНО","223","92"
"КЪРДЖАЛИ","АРДИНО","С.ЕНЬОВЧЕ","172","172"
"КЪРДЖАЛИ","АРДИНО","С.ЖЪЛТУША","952","769"
"КЪРДЖАЛИ","АРДИНО","С.ИСКРА","219","70"
"КЪРДЖАЛИ","АРДИНО","С.КИТНИЦА","244","132"
"КЪРДЖАЛИ","АРДИНО","С.КРОЯЧЕВО","354","144"
"КЪРДЖАЛИ","АРДИНО","С.ЛАТИНКА","64","15"
"КЪРДЖАЛИ","АРДИНО","С.ЛЕНИЩЕ","713","240"
"КЪРДЖАЛИ","АРДИНО","С.ЛЮБИНО","131","99"
"КЪРДЖАЛИ","АРДИНО","С.ЛЕВЦИ","266","100"
"КЪРДЖАЛИ","АРДИНО","С.МАК","75","8"
"КЪРДЖАЛИ","АРДИНО","С.ТЕМЕНУГА","360","71"
"КЪРДЖАЛИ","АРДИНО","С.МЛЕЧИНО","1252","494"
"КЪРДЖАЛИ","АРДИНО","С.МУСЕВО","35","28"
"КЪРДЖАЛИ","АРДИНО","С.РИБАРЦИ","113","49"
"КЪРДЖАЛИ","АРДИНО","С.ПАДИНА","840","769"
"КЪРДЖАЛИ","АРДИНО","С.ПАСПАЛ","9","13"
"КЪРДЖАЛИ","АРДИНО","С.ПЕСНОПОЙ","23","14"
"КЪРДЖАЛИ","АРДИНО","С.ПРАВДОЛЮБ","430","252"
"КЪРДЖАЛИ","АРДИНО","С.РОДОПСКО","94","42"
"КЪРДЖАЛИ","АРДИНО","С.РУСАЛСКО","93","68"
"КЪРДЖАЛИ","АРДИНО","С.СВЕТУЛКА","813","327"
"КЪРДЖАЛИ","АРДИНО","С.СИНЧЕЦ","480","162"
"КЪРДЖАЛИ","АРДИНО","С.СПОЛУКА","79","52"
"КЪРДЖАЛИ","АРДИНО","С.СРЪНСКО","182","82"
"КЪРДЖАЛИ","АРДИНО","С.СТАР ЧИТАК","79","36"
"КЪРДЖАЛИ","АРДИНО","С.СТОЯНОВО","12","13"
"КЪРДЖАЛИ","АРДИНО","С.СУХОВО","207","150"
"КЪРДЖАЛИ","АРДИНО","С.СЕДЛАРЦИ","100","91"
"КЪРДЖАЛИ","АРДИНО","С.ТЪРНОСЛИВКА","320","148"
"КЪРДЖАЛИ","АРДИНО","С.ТЪРНА","247","96"
"КЪРДЖАЛИ","АРДИНО","С.БРЕЗЕН","754","341"
"КЪРДЖАЛИ","АРДИНО","С.ХРОМИЦА","428","101"
"КЪРДЖАЛИ","АРДИНО","С.БОРОВИЦА","773","545"
"КЪРДЖАЛИ","АРДИНО","С.ЧЕРНИГОВО","455","184"
"КЪРДЖАЛИ","АРДИНО","С.ЧУБРИКА","574","230"
"КЪРДЖАЛИ","АРДИНО","С.ЧЕРВЕНА СКАЛА","279","105"
"КЪРДЖАЛИ","АРДИНО","С.ЯБЪЛКОВЕЦ","1023","335"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.АЛБАНЦИ","142","16"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.БРЕЖАНА","174","30"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ВЕЛИКДЕНЧЕ","447","204"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ВОДЕНИЧАРСКО","733","190"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ВЪЛКОВИЧ","478","192"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ГЕНЕРАЛ ГЕШЕВО","1041","261"
"КЪРДЖАЛИ","ДЖЕБЕЛ","ГР.ДЖЕБЕЛ","8267","3576"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ДОБРИНЦИ","479","179"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ДУШИНКОВО","781","145"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ЖЕЛЪДОВО","874","142"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ЖЪЛТИ РИД","40","27"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ЖЪЛТИКА","109","45"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ИЛИЙСКО","365","149"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.КАЗАЦИТЕ","566","91"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.КАМЕНЯНЕ","48","9"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.КОЗИЦА","801","223"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.КОНТИЛ","199","44"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.КУПЦИТЕ","324","73"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ЛЕБЕД","579","109"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.МИШЕВСКО","1084","364"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.МРЕЖИЧКО","473","143"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ОВЧЕВО","259","95"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ПАПРАТ","1351","235"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ПЛАЗИЩЕ","393","212"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ПОДВРЪХ","464","170"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ПОЛЯНЕЦ","801","228"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ПОТОЧЕ","139","26"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ПРИПЕК","855","788"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.РИДИНО","1045","398"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.РОГОЗАРИ","355","89"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.РОГОЗЧЕ","543","171"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.РЪТ","149","25"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.РОЖДЕНСКО","116","13"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.СКАЛИНА","236","79"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.СЛЪНЧОГЛЕД","593","254"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.СОФИЙЦИ","347","132"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.СИПЕЦ","360","129"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ТЕЛЧАРКА","522","111"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ТЪРНОВЦИ","374","94"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ТЮТЮНЧЕ","544","157"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.УСТРЕН","1234","337"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ЦВЯТОВО","98","8"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ЦЪРКВИЦА","384","112"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ЧАКАЛЦИ","243","89"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ЧЕРЕШКА","191","22"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ЩЕРНА","374","66"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ЯМИНО","723","166"
"КЪРДЖАЛИ","КИРКОВО","С.ВЪРБЕН","1188","614"
"КЪРДЖАЛИ","КИРКОВО","С.АПРИЛЦИ","112","109"
"КЪРДЖАЛИ","КИРКОВО","С.БЕНКОВСКИ","5315","2753"
"КЪРДЖАЛИ","КИРКОВО","С.БРЕГОВО","322","123"
"КЪРДЖАЛИ","КИРКОВО","С.ВЪРЛИ ДОЛ","23","1"
"КЪРДЖАЛИ","КИРКОВО","С.ВЪЛЧАНКА","161","120"
"КЪРДЖАЛИ","КИРКОВО","С.ГОРНО КЪПИНОВО","283","261"
"КЪРДЖАЛИ","КИРКОВО","С.ГОРСКИ ИЗВОР","1384","784"
"КЪРДЖАЛИ","КИРКОВО","С.ГРИВЯК","293","143"
"КЪРДЖАЛИ","КИРКОВО","С.ГОРНО КИРКОВО","502","481"
"КЪРДЖАЛИ","КИРКОВО","С.ДЕДЕЦ","369","98"
"КЪРДЖАЛИ","КИРКОВО","С.ДЕЛВИНО","444","200"
"КЪРДЖАЛИ","КИРКОВО","С.ДЖЕРОВО","300","290"
"КЪРДЖАЛИ","КИРКОВО","С.ДОБРОМИРЦИ","1324","640"
"КЪРДЖАЛИ","КИРКОВО","С.ДОЛНО КЪПИНОВО","305","277"
"КЪРДЖАЛИ","КИРКОВО","С.ДОМИЩЕ","348","335"
"КЪРДЖАЛИ","КИРКОВО","С.ДРАНГОВО","991","913"
"КЪРДЖАЛИ","КИРКОВО","С.ДРУЖИНЦИ","333","302"
"КЪРДЖАЛИ","КИРКОВО","С.ДРЯНОВА ГЛАВА","503","144"
"КЪРДЖАЛИ","КИРКОВО","С.ДЮЛИЦА","635","359"
"КЪРДЖАЛИ","КИРКОВО","С.ЕРОВЕТЕ","436","154"
